From	To
P19961	ENSP00000354610
P19961	ENSP00000433347
P19961	ENSP00000481588
Q9UQR1	ENSP00000353863
Q9UQR1	ENSP00000420335
Q9UQR1	ENSP00000420448
Q9UQR1	ENSP00000419322
Q70Z35	ENSP00000288368
P49448	ENSP00000327589
P49448	ENSP00000500546
Q9Y291	ENSP00000320567
Q9Y291	ENSP00000376732
Q9Y291	ENSP00000417287
Q9Y291	ENSP00000418451
Q5T5U3	ENSP00000365592
Q5T5U3	ENSP00000379709
P53370	ENSP00000306070
P53370	ENSP00000344011
P53370	ENSP00000424117
Q9UGP8	ENSP00000357998
Q8IZU2	ENSP00000280190
Q8IZU2	ENSP00000422763
Q6PUV4	ENSP00000352544
Q6PUV4	ENSP00000377346
Q6PUV4	ENSP00000421825
Q5VWQ0	ENSP00000261441
Q5VWQ0	ENSP00000479490
Q7L0J3	ENSP00000358141
Q7L0J3	ENSP00000358142
Q969E4	ENSP00000243286
Q969E4	ENSP00000361710
Q969E4	ENSP00000361711
Q8TBM8	ENSP00000404381
Q8IV08	ENSP00000348901
Q8IV08	ENSP00000387022
Q8IV08	ENSP00000386293
Q8IV08	ENSP00000387050
Q8IV08	ENSP00000386938
Q9UKB3	ENSP00000225171
Q9UKB3	ENSP00000343575
Q8IZD2	ENSP00000257745
Q8IZD2	ENSP00000312379
Q8IZD2	ENSP00000335398
Q8IZD2	ENSP00000417888
Q9Y2D4	ENSP00000272427
Q9BUL5	ENSP00000322579
Q9BUL5	ENSP00000414607
Q9BUL5	ENSP00000460738
Q6UB98	ENSP00000262126
Q6UB98	ENSP00000382897
Q9UKV3	ENSP00000262710
Q9UKV3	ENSP00000345541
Q9UKV3	ENSP00000350073
Q9UKV3	ENSP00000380502
Q9UKV3	ENSP00000451328
Q96GW7	ENSP00000331210
Q96GW7	ENSP00000354925
Q9UHQ7	ENSP00000361740
Q9UHQ7	ENSP00000361745
Q9UHQ7	ENSP00000496422
Q9BQI5	ENSP00000237247
Q9BQI5	ENSP00000360076
Q9BQI5	ENSP00000360078
Q9H9S3	ENSP00000298428
Q9H9S3	ENSP00000302048
Q9H9S3	ENSP00000368319
Q9Y5V0	ENSP00000311768
Q9Y5V0	ENSP00000428227
Q9Y5V0	ENSP00000428696
Q9Y5V0	ENSP00000428985
Q9Y5V0	ENSP00000430823
Q9Y5V0	ENSP00000427761
Q9Y5V0	ENSP00000430165
Q8N1G2	ENSP00000362550
Q9NXB0	ENSP00000376827
Q9NXB0	ENSP00000442096
Q9NQ55	ENSP00000253107
P49589	ENSP00000278224
P49589	ENSP00000369897
P49589	ENSP00000380300
P49589	ENSP00000482336
P49589	ENSP00000487923
P49589	ENSP00000488657
Q7Z4S6	ENSP00000354878
Q7Z4S6	ENSP00000354851
Q7Z4S6	ENSP00000438075
Q7Z4S6	ENSP00000445606
Q9Y5T5	ENSP00000334808
Q9Y5T5	ENSP00000382857
Q9Y5T5	ENSP00000382858
Q99666	ENSP00000016946
Q99666	ENSP00000272454
Q99666	ENSP00000330842
Q99666	ENSP00000330023
Q99666	ENSP00000376962
Q9NVM9	ENSP00000261191
Q8WW35	ENSP00000324323
Q63HQ0	ENSP00000274000
Q63HQ0	ENSP00000309023
Q9UKA1	ENSP00000344866
Q9UKA1	ENSP00000408679
Q8N766	ENSP00000364345
Q8N766	ENSP00000364354
Q8N766	ENSP00000420608
Q9Y2C2	ENSP00000356433
P86790	ENSP00000314544
Q8IUA7	ENSP00000342216
Q8IUA7	ENSP00000465601
Q15413	ENSP00000399610
Q15413	ENSP00000489262
Q96KN3	ENSP00000298282
Q9UND3	ENSP00000331843
Q9UJ14	ENSP00000338964
Q5VWG9	ENSP00000340271
Q5BKZ1	ENSP00000340796
Q5BKZ1	ENSP00000355318
Q96MG8	ENSP00000353739
Q96MG8	ENSP00000428099
Q96DE5	ENSP00000299381
Q96DE5	ENSP00000477760
Q5T9L3	ENSP00000262348
Q5T9L3	ENSP00000346829
Q5T9L3	ENSP00000360015
Q9Y6M0	ENSP00000005995
Q9Y6M0	ENSP00000407741
Q9Y6M0	ENSP00000489315
Q9Y6M0	ENSP00000489081
Q9BWV1	ENSP00000273395
Q9BWV1	ENSP00000347546
Q9BWV1	ENSP00000418663
Q9P2D1	ENSP00000392028
Q9P2D1	ENSP00000437061
Q9P2D1	ENSP00000436027
Q9H295	ENSP00000297581
Q9H295	ENSP00000428869
Q9H295	ENSP00000480546
Q9H9Q2	ENSP00000272995
Q9H9Q2	ENSP00000362710
Q9H9Q2	ENSP00000386527
Q9H9Q2	ENSP00000386567
Q9H9Q2	ENSP00000484579
P56159	ENSP00000347591
P56159	ENSP00000358237
P56159	ENSP00000358239
P56159	ENSP00000393725
Q9BXW4	ENSP00000349785
Q9H1Y0	ENSP00000343313
Q9H1Y0	ENSP00000358072
Q9H1Y0	ENSP00000490493
Q9Y2Q5	ENSP00000357285
Q9Y2Q5	ENSP00000357287
Q9Y2Q5	ENSP00000357288
Q9P0R6	ENSP00000412315
Q9P0R6	ENSP00000451384
Q9P0R6	ENSP00000450420
Q9P0R6	ENSP00000451188
Q9UBF1	ENSP00000354660
Q9NP77	ENSP00000291386
Q9NP77	ENSP00000351955
Q969V6	ENSP00000385835
Q13705	ENSP00000340361
P49643	ENSP00000485304
P49643	ENSP00000483201
P49643	ENSP00000484105
Q9NVF7	ENSP00000355827
Q9NVF7	ENSP00000416888
Q9UK99	ENSP00000265651
Q9UK99	ENSP00000408836
Q9UK99	ENSP00000433781
Q9UK97	ENSP00000244426
Q9UK97	ENSP00000326968
Q9UK97	ENSP00000359977
Q92854	ENSP00000344923
Q92854	ENSP00000348822
Q92854	ENSP00000391733
Q92854	ENSP00000388768
Q92854	ENSP00000405102
Q92854	ENSP00000416523
Q92854	ENSP00000411981
Q16566	ENSP00000282356
Q16566	ENSP00000422634
Q13555	ENSP00000307082
Q13555	ENSP00000315599
Q13555	ENSP00000277853
Q13555	ENSP00000378243
Q13555	ENSP00000410298
Q9UKX2	ENSP00000245503
Q9UKX2	ENSP00000380367
Q9UKX2	ENSP00000433944
Q9UKX2	ENSP00000482463
Q9BZR6	ENSP00000043402
Q5T0D9	ENSP00000339714
Q5T0D9	ENSP00000367595
Q9UID3	ENSP00000279281
Q9Y6R7	ENSP00000487490
Q9Y6R7	ENSP00000491148
Q9BY44	ENSP00000385292
Q9BY44	ENSP00000417229
Q9BY44	ENSP00000420537
P63267	ENSP00000295137
P63267	ENSP00000386857
P63267	ENSP00000386929
Q9UGK3	ENSP00000471052
Q9UGK3	ENSP00000468927
Q9UHV5	ENSP00000264644
Q9UHV5	ENSP00000394530
Q9H0J9	ENSP00000263549
Q9H9S4	ENSP00000261669
Q9H9S4	ENSP00000348113
Q9H9S4	ENSP00000386375
Q9H9S4	ENSP00000386328
Q9H9S4	ENSP00000479669
P61619	ENSP00000243253
P61619	ENSP00000411445
Q9NUN7	ENSP00000434480
Q0PNE2	ENSP00000296149
Q9BV35	ENSP00000264088
Q9BV35	ENSP00000301454
Q9BV35	ENSP00000334537
Q12974	ENSP00000409260
Q12974	ENSP00000473490
Q12974	ENSP00000473259
Q12974	ENSP00000493688
Q12974	ENSP00000497092
Q969T7	ENSP00000389948
Q9NV92	ENSP00000218652
Q9NV92	ENSP00000480798
Q9H9E3	ENSP00000432802
Q9UP83	ENSP00000297135
Q9UP83	ENSP00000334703
Q9UP83	ENSP00000377228
Q8TB52	ENSP00000237281
Q9C075	ENSP00000209718
Q9C075	ENSP00000414056
Q9C075	ENSP00000460637
Q9C075	ENSP00000459021
Q8IVL0	ENSP00000381007
Q8IVL0	ENSP00000446132
Q9HCH0	ENSP00000337998
Q86T90	ENSP00000280020
Q86T90	ENSP00000467507
Q86T90	ENSP00000470371
Q86T90	ENSP00000465550
Q9Y5S2	ENSP00000355237
Q9NRR8	ENSP00000349773
Q9NRR8	ENSP00000475845
Q9NRR8	ENSP00000445647
Q9NQU5	ENSP00000260404
Q9NQU5	ENSP00000406873
Q9NQU5	ENSP00000401153
Q9NQU5	ENSP00000409465
Q9NQU5	ENSP00000439597
Q9NQU5	ENSP00000456785
Q9NQU5	ENSP00000453858
Q9Y473	ENSP00000262259
Q6UUV9	ENSP00000323332
Q6UUV9	ENSP00000345001
Q9H706	ENSP00000269209
Q9H706	ENSP00000382165
Q86UX6	ENSP00000298630
Q86UX6	ENSP00000357611
Q5JSH3	ENSP00000254029
Q5JSH3	ENSP00000360887
Q5JSH3	ENSP00000360890
Q96EV2	ENSP00000287912
Q96EV2	ENSP00000384160
Q9NZL6	ENSP00000303192
Q9NZL6	ENSP00000354097
Q5TCX8	ENSP00000355581
Q5TCX8	ENSP00000355582
Q5TCX8	ENSP00000355583
Q2KJY2	ENSP00000385545
Q16778	ENSP00000358151
Q9ULI4	ENSP00000388241
Q6PJG2	ENSP00000286523
Q6PJG2	ENSP00000377634
Q9Y6W6	ENSP00000355866
Q9BY84	ENSP00000228862
Q9BY84	ENSP00000298573
Q9BY84	ENSP00000487512
Q9BY84	ENSP00000487034
Q96F63	ENSP00000269967
Q6ZNG1	ENSP00000344791
Q9UDT6	ENSP00000223398
Q9UDT6	ENSP00000355151
Q9UDT6	ENSP00000378500
Q9NUQ3	ENSP00000369465
Q9NUQ3	ENSP00000381222
Q9UKV0	ENSP00000383912
Q9UKV0	ENSP00000384382
Q9UKV0	ENSP00000384657
Q9UKV0	ENSP00000401669
Q9UKV0	ENSP00000395655
Q9UKV0	ENSP00000410337
Q9UKV0	ENSP00000408617
Q9UKV0	ENSP00000388568
Q9UKV0	ENSP00000430036
Q68CP9	ENSP00000335044
Q6IQ32	ENSP00000262198
Q68DE3	ENSP00000320794
Q68DE3	ENSP00000420721
Q9NPC7	ENSP00000326240
Q9NPC7	ENSP00000349150
Q9NPC7	ENSP00000440637
Q9NPC7	ENSP00000473654
Q8IWR0	ENSP00000347999
Q8IWR0	ENSP00000379773
Q8IWR0	ENSP00000459477
Q99592	ENSP00000351539
Q99592	ENSP00000481278
Q8TF45	ENSP00000379451
Q8TF45	ENSP00000471652
Q8TF45	ENSP00000483763
Q9H799	ENSP00000389014
Q9H799	ENSP00000421690
Q9NQ66	ENSP00000338185
Q9NQ66	ENSP00000367904
Q9NQ66	ENSP00000367908
Q9Y2H5	ENSP00000272203
Q9Y2K2	ENSP00000364449
Q9Y2K2	ENSP00000390442
Q8IWT0	ENSP00000362600
Q2M1Z3	ENSP00000264245
Q9NQG7	ENSP00000338457
Q9NQG7	ENSP00000381213
Q9NQG7	ENSP00000384185
Q9HCI7	ENSP00000311827
Q9HCI7	ENSP00000387948
Q8IZP1	ENSP00000478683
Q9Y4F9	ENSP00000259698
Q9Y4F9	ENSP00000367262
Q9Y4F9	ENSP00000482957
Q9Y4F9	ENSP00000495245
Q9Y4F9	ENSP00000495914
Q9UMS6	ENSP00000306015
Q9UMS6	ENSP00000395143
Q9UMS6	ENSP00000390965
Q9UMS6	ENSP00000484885
Q9UMS6	ENSP00000498985
Q6UUV7	ENSP00000268184
Q6UUV7	ENSP00000416573
Q9UKN1	ENSP00000368755
Q9UKN1	ENSP00000441929
Q9Y2W6	ENSP00000357812
Q9Y2W6	ENSP00000357815
Q9Y2W6	ENSP00000357817
Q9Y2W6	ENSP00000357819
Q9Y2W6	ENSP00000395718
Q12791	ENSP00000286627
Q12791	ENSP00000286628
Q12791	ENSP00000402150
Q12791	ENSP00000474686
Q12791	ENSP00000485867
Q12791	ENSP00000492049
Q12791	ENSP00000492632
Q12791	ENSP00000492200
Q9GZK4	ENSP00000366336
Q9GZK4	ENSP00000366337
Q9GZK4	ENSP00000366340
Q9GZK4	ENSP00000373042
Q9GZK4	ENSP00000373140
Q9GZK4	ENSP00000380010
Q9GZK4	ENSP00000383527
Q9GZK4	ENSP00000383529
Q9GZK4	ENSP00000383530
Q9GZK4	ENSP00000383547
Q9GZK4	ENSP00000383548
Q9GZK4	ENSP00000383549
Q9GZK4	ENSP00000407739
Q9GZK4	ENSP00000396944
Q9GZK4	ENSP00000395850
Q9GZK4	ENSP00000395567
Q9GZK4	ENSP00000410401
Q9GZK4	ENSP00000394698
Q9GZK4	ENSP00000397171
Q9GZK4	ENSP00000388844
Q9GZK4	ENSP00000412463
Q9GZK4	ENSP00000409651
Q9GZK4	ENSP00000413910
Q9GZK4	ENSP00000396414
Q9GZK4	ENSP00000398695
Q9GZK4	ENSP00000410659
Q9GZK4	ENSP00000389230
Q9GZK4	ENSP00000411617
Q9GZK4	ENSP00000392619
Q9GZK4	ENSP00000395934
Q9GZK4	ENSP00000408584
Q9GZK4	ENSP00000405714
Q9Y2T5	ENSP00000356658
Q9NXH9	ENSP00000221504
Q9NXH9	ENSP00000350352
Q9NXH9	ENSP00000416149
Q9NXH9	ENSP00000466967
Q9NVM4	ENSP00000343103
Q9NVM4	ENSP00000409324
Q9NVM4	ENSP00000414716
Q96MG2	ENSP00000300961
Q96C57	ENSP00000288757
Q9Y3L3	ENSP00000411979
Q9Y3L3	ENSP00000497104
Q86VM9	ENSP00000301011
Q9UBL0	ENSP00000187397
Q9UBL0	ENSP00000379741
Q9UBL0	ENSP00000379742
Q9UBL0	ENSP00000390151
Q9UBL0	ENSP00000412326
Q9UBL0	ENSP00000401602
Q9UBL0	ENSP00000412411
Q9UBL0	ENSP00000389754
Q9UBL0	ENSP00000397720
Q9UBL0	ENSP00000410171
Q9UBL0	ENSP00000406964
Q9UBL0	ENSP00000405276
Q9UBL0	ENSP00000417838
Q9NZT2	ENSP00000290291
Q9Y4P8	ENSP00000288828
Q9Y4P8	ENSP00000371821
Q9Y4P8	ENSP00000384945
Q9Y4P8	ENSP00000385297
Q9Y4P8	ENSP00000429654
Q9H106	ENSP00000371036
Q9UBW5	ENSP00000410217
Q9UBW5	ENSP00000445874
Q9UBW5	ENSP00000483983
Q9Y3X0	ENSP00000221922
Q9UBB6	ENSP00000348394
Q9UBB6	ENSP00000362340
Q9UBB6	ENSP00000362350
Q9Y3A5	ENSP00000246868
Q6PK04	ENSP00000329360
Q6PK04	ENSP00000458884
Q9Y5U2	ENSP00000331087
Q9Y5U2	ENSP00000370384
Q9Y5U2	ENSP00000411224
Q9Y3E1	ENSP00000299633
Q7Z2W4	ENSP00000242351
Q7Z2W4	ENSP00000419855
Q8TBK2	ENSP00000219315
Q8TBK2	ENSP00000310082
Q9Y4H2	ENSP00000365016
Q13496	ENSP00000359423
Q15485	ENSP00000291744
Q15485	ENSP00000291741
Q9UN36	ENSP00000298684
Q9UN36	ENSP00000298687
Q9UN36	ENSP00000344620
Q9UN36	ENSP00000353649
Q9UN36	ENSP00000380943
Q9UN36	ENSP00000380945
Q9UN36	ENSP00000380949
Q9UN36	ENSP00000380951
Q9UN36	ENSP00000380956
Q9UN36	ENSP00000385889
Q9UN36	ENSP00000452306
Q9UN36	ENSP00000452006
Q9UN36	ENSP00000452038
Q9UN36	ENSP00000451712
Q96HI0	ENSP00000327197
Q96HI0	ENSP00000390231
Q9NQT8	ENSP00000427900
P32248	ENSP00000246657
Q9Y271	ENSP00000362401
Q9Y271	ENSP00000478492
P61812	ENSP00000355896
P61812	ENSP00000355897
Q2V2M9	ENSP00000257209
Q2V2M9	ENSP00000352186
Q2V2M9	ENSP00000466937
Q8IX07	ENSP00000326630
Q8IUR0	ENSP00000316990
Q8IUR0	ENSP00000399025
Q8IUR0	ENSP00000470262
Q9Y6Q5	ENSP00000250244
Q9Y6Q5	ENSP00000465685
Q9BTU6	ENSP00000359665
Q9BUP0	ENSP00000264059
Q9BUP0	ENSP00000386556
Q9Y6B2	ENSP00000431162
Q9Y2V7	ENSP00000348983
Q9Y2V7	ENSP00000403733
Q9Y2V7	ENSP00000397441
Q9NZV1	ENSP00000280527
Q9Y3T9	ENSP00000317992
Q86SJ2	ENSP00000266581
Q86SJ2	ENSP00000406020
Q86SJ2	ENSP00000449034
Q7Z5H3	ENSP00000249601
Q7Z5H3	ENSP00000410054
Q7Z5H3	ENSP00000412461
Q7Z5H3	ENSP00000416701
Q9HCP6	ENSP00000310621
Q9HCP6	ENSP00000405423
Q92551	ENSP00000323780
Q92551	ENSP00000378659
Q92551	ENSP00000420762
Q92551	ENSP00000482032
Q9Y4R8	ENSP00000262319
Q8IXT5	ENSP00000382239
O15034	ENSP00000261655
Q92804	ENSP00000474609
Q92804	ENSP00000474096
Q92804	ENSP00000480040
Q92804	ENSP00000488684
Q9H665	ENSP00000246532
Q9H665	ENSP00000466181
Q9H665	ENSP00000467750
Q5UE93	ENSP00000482341
Q5UE93	ENSP00000480157
Q5VWP3	ENSP00000274897
Q5VWP3	ENSP00000359913
Q5VWP3	ENSP00000426290
Q5VWP3	ENSP00000425142
Q8IX30	ENSP00000274938
Q9H8M7	ENSP00000277632
Q4KMQ1	ENSP00000387100
Q86US8	ENSP00000263073
Q86US8	ENSP00000346977
Q86US8	ENSP00000440283
Q2T9L4	ENSP00000369150
Q2T9L4	ENSP00000457205
Q8TAP8	ENSP00000292330
Q5SZB4	ENSP00000361556
Q9P2P6	ENSP00000290607
Q6UWU2	ENSP00000295759
Q6UWU2	ENSP00000375939
Q6UWU2	ENSP00000386354
Q6B0I6	ENSP00000334181
Q6B0I6	ENSP00000460897
Q6B0I6	ENSP00000482224
Q5JR98	ENSP00000341803
Q9BXJ8	ENSP00000473983
Q3B726	ENSP00000222567
Q5VZQ5	ENSP00000357811
Q8IW00	ENSP00000298454
Q8IW00	ENSP00000331062
Q9NPI7	ENSP00000340083
Q9NPI7	ENSP00000499834
Q9NRG7	ENSP00000382327
Q6ZMY3	ENSP00000257100
Q6ZMY3	ENSP00000353670
Q6ZMY3	ENSP00000435851
Q8N5T2	ENSP00000264866
Q8N5T2	ENSP00000425569
Q9Y5W3	ENSP00000248071
Q9NR81	ENSP00000296315
Q9NR81	ENSP00000341071
Q9NR81	ENSP00000410922
Q8WTW3	ENSP00000299886
Q7Z7B0	ENSP00000237172
Q7Z7B0	ENSP00000376728
Q9Y615	ENSP00000334300
Q9NX05	ENSP00000364324
Q9NX05	ENSP00000420718
Q96SQ9	ENSP00000308032
Q9BRV3	ENSP00000306146
Q9BRV3	ENSP00000357386
Q9BRV3	ENSP00000357389
P60059	ENSP00000341538
P60059	ENSP00000378906
P60059	ENSP00000388337
P60059	ENSP00000409884
Q9ULC3	ENSP00000320413
Q9ULC3	ENSP00000417610
Q9UJD0	ENSP00000361768
Q9UJD0	ENSP00000361769
Q9Y2S7	ENSP00000475924
O75023	ENSP00000320390
O75023	ENSP00000263430
O75023	ENSP00000406478
O75023	ENSP00000479022
O75023	ENSP00000483649
O75023	ENSP00000482404
O75023	ENSP00000478835
O75023	ENSP00000478912
O75023	ENSP00000483502
O75023	ENSP00000483481
O75023	ENSP00000479413
O75023	ENSP00000480909
O75023	ENSP00000482062
O75023	ENSP00000481263
O75023	ENSP00000482535
Q9Y242	ENSP00000365431
Q9Y242	ENSP00000365433
Q96GQ5	ENSP00000317579
Q96GQ5	ENSP00000398074
Q9NZ42	ENSP00000222266
Q9NZ42	ENSP00000468411
Q8NEY4	ENSP00000272238
Q8NEY4	ENSP00000371077
Q9UHH9	ENSP00000331103
Q9UHH9	ENSP00000341925
Q9UHH9	ENSP00000396203
Q9UHH9	ENSP00000387759
Q9UHH9	ENSP00000414139
Q9UHH9	ENSP00000400812
Q9UHH9	ENSP00000399052
O60830	ENSP00000365766
O60830	ENSP00000379999
O60830	ENSP00000477073
Q9NV12	ENSP00000275767
Q9HB63	ENSP00000340998
Q9HB63	ENSP00000339436
Q9HB63	ENSP00000444432
Q9HB63	ENSP00000447292
Q96PQ6	ENSP00000247956
Q96PQ6	ENSP00000353554
Q9Y287	ENSP00000367811
Q9Y287	ENSP00000497221
Q92685	ENSP00000380793
Q92685	ENSP00000402744
Q9NRG0	ENSP00000220913
Q96LL9	ENSP00000378605
Q9NP50	ENSP00000337477
Q9NP50	ENSP00000393279
Q9NP50	ENSP00000443697
Q9NP50	ENSP00000439952
Q9NP50	ENSP00000479093
Q9NP50	ENSP00000488852
Q9NP50	ENSP00000488570
Q9NP50	ENSP00000488406
Q9UNK0	ENSP00000305255
Q96GZ6	ENSP00000326070
Q96GZ6	ENSP00000264471
Q96GZ6	ENSP00000353533
Q96GZ6	ENSP00000373092
Q96GZ6	ENSP00000427409
Q9NRQ5	ENSP00000298966
Q9NRQ5	ENSP00000431781
Q9NRQ5	ENSP00000433555
Q9NRQ5	ENSP00000479594
Q7L5N7	ENSP00000262134
Q9ULC4	ENSP00000360365
Q9ULC4	ENSP00000360367
Q9ULC4	ENSP00000500610
Q9ULC4	ENSP00000500508
Q9UHQ4	ENSP00000005259
Q9UHQ4	ENSP00000368412
Q9UHQ4	ENSP00000368414
Q9UHQ4	ENSP00000400718
Q6UX01	ENSP00000267102
Q6UX01	ENSP00000447329
Q9NTJ5	ENSP00000373713
Q9NTJ5	ENSP00000500361
Q8IVQ6	ENSP00000370303
Q9Y342	ENSP00000219207
Q96G21	ENSP00000259239
Q9P2Z0	ENSP00000249861
Q96QU8	ENSP00000302790
Q96QU8	ENSP00000457341
Q86XE0	ENSP00000310620
Q9BQ16	ENSP00000349677
Q9BQ16	ENSP00000350153
Q9BQ16	ENSP00000411344
Q9BQ16	ENSP00000423606
Q9BQ16	ENSP00000425570
Q9BQ16	ENSP00000420920
Q9BQ16	ENSP00000426716
Q9BQ16	ENSP00000425502
Q9BQ16	ENSP00000423421
Q9BQ16	ENSP00000426177
Q9BQ16	ENSP00000426318
Q9BQ16	ENSP00000444789
Q9NW97	ENSP00000365176
Q9NW97	ENSP00000365182
Q9NW97	ENSP00000383600
Q9NW97	ENSP00000394899
Q9NZ43	ENSP00000263897
Q9NZ43	ENSP00000472362
Q9NZ43	ENSP00000473239
Q96AT1	ENSP00000296121
Q96AT1	ENSP00000486878
Q9NV29	ENSP00000395328
Q9NV29	ENSP00000465638
Q9H2R5	ENSP00000314783
Q9H2R5	ENSP00000469315
Q96HH6	ENSP00000266673
Q96HH6	ENSP00000449955
Q9UPQ8	ENSP00000361667
Q9BWQ6	ENSP00000253031
Q9BWQ6	ENSP00000466055
P09093	ENSP00000290122
Q9NRZ7	ENSP00000291572
Q9NRZ7	ENSP00000332989
Q9NRZ7	ENSP00000381135
Q9NRZ7	ENSP00000381138
Q9NRZ7	ENSP00000381140
Q9NRZ7	ENSP00000443510
Q9BT09	ENSP00000361926
Q9Y3D0	ENSP00000387471
Q53HI1	ENSP00000350409
Q9UQ90	ENSP00000341157
Q9UQ90	ENSP00000495795
Q9UQ90	ENSP00000494119
Q9UJ72	ENSP00000352248
P51798	ENSP00000372193
P51798	ENSP00000410907
Q9NQQ7	ENSP00000243896
Q9NQQ7	ENSP00000318960
Q9NQQ7	ENSP00000361301
Q9NQQ7	ENSP00000361304
Q9NQQ7	ENSP00000439974
Q9NZ01	ENSP00000215567
Q9NYL2	ENSP00000340257
Q9NYL2	ENSP00000364361
Q9NYL2	ENSP00000387259
Q9NYL2	ENSP00000439414
Q9Y6G1	ENSP00000211314
Q9H305	ENSP00000382508
Q9H305	ENSP00000455050
Q9H305	ENSP00000454994
Q9H305	ENSP00000455462
Q9H305	ENSP00000457877
Q9H305	ENSP00000480842
Q9H305	ENSP00000488843
Q9H305	ENSP00000488474
Q9H305	ENSP00000488066
Q9H305	ENSP00000487657
P56202	ENSP00000311300
Q9P016	ENSP00000341657
Q9P016	ENSP00000341452
Q9P016	ENSP00000376373
Q9P016	ENSP00000376374
P48651	ENSP00000430548
P48651	ENSP00000430928
Q9UGQ2	ENSP00000291722
Q9UGQ2	ENSP00000317121
Q9UGQ2	ENSP00000440832
Q9UGQ2	ENSP00000444328
Q9UGQ2	ENSP00000486098
Q9UGQ2	ENSP00000486812
Q9UGQ2	ENSP00000486696
Q9UGQ2	ENSP00000485922
P54315	ENSP00000351695
P54315	ENSP00000433933
Q9P0S3	ENSP00000326869
Q9P0S3	ENSP00000376160
Q9P0S3	ENSP00000376161
Q9ULC5	ENSP00000346223
Q9ULC5	ENSP00000346680
Q9ULC5	ENSP00000348429
Q9ULC5	ENSP00000376796
Q9ULC5	ENSP00000403647
Q9NS64	ENSP00000314946
Q9H4A5	ENSP00000271732
Q9UJW0	ENSP00000411251
Q9UJW0	ENSP00000414906
Q9UJW0	ENSP00000416968
Q9P015	ENSP00000260102
Q96IZ2	ENSP00000229583
Q96IZ2	ENSP00000404416
Q8TAC9	ENSP00000355387
Q8TAC9	ENSP00000406547
Q8TAC9	ENSP00000455313
Q9HD67	ENSP00000426664
Q9HD67	ENSP00000421280
Q9NWH9	ENSP00000369887
Q9BSC4	ENSP00000263837
Q9BSC4	ENSP00000371101
Q9BSC4	ENSP00000439663
Q75N03	ENSP00000222597
Q75N03	ENSP00000401277
P49913	ENSP00000498425
Q9UHP7	ENSP00000261339
Q9UHP7	ENSP00000261340
Q9UHP7	ENSP00000290855
Q9UHP7	ENSP00000441653
Q9UHP7	ENSP00000443065
Q9UHP7	ENSP00000444818
P09914	ENSP00000360869
P09914	ENSP00000441968
Q9H0A8	ENSP00000267935
Q9H0A8	ENSP00000340867
Q9H0A8	ENSP00000433662
Q9H0A8	ENSP00000457693
Q6NVH7	ENSP00000310008
Q6FIF0	ENSP00000261749
Q6FIF0	ENSP00000453888
Q6FIF0	ENSP00000454137
Q6FIF0	ENSP00000454152
Q6FIF0	ENSP00000453709
Q6FIF0	ENSP00000453291
Q6FIF0	ENSP00000452735
Q6FIF0	ENSP00000479071
Q6FIF0	ENSP00000478129
Q6FIF0	ENSP00000484971
Q9HBL7	ENSP00000223864
P59665	ENSP00000372126
P59665	ENSP00000372136
P59665	ENSP00000372139
P59665	ENSP00000496578
P59665	ENSP00000496340
P59665	ENSP00000496058
P59665	ENSP00000493747
Q9Y2I2	ENSP00000359082
Q9Y2I2	ENSP00000359083
Q9Y2I2	ENSP00000359084
Q9Y2I2	ENSP00000359085
Q9Y2I2	ENSP00000359088
Q9Y2I2	ENSP00000359090
Q9Y2I2	ENSP00000359091
Q99956	ENSP00000345853
Q99956	ENSP00000359186
Q99986	ENSP00000216639
Q6UX41	ENSP00000231229
Q6UX41	ENSP00000342197
Q6UX41	ENSP00000383543
Q6UX41	ENSP00000424585
Q6UX41	ENSP00000425207
Q6UX41	ENSP00000435098
Q6UX41	ENSP00000483717
Q8TD46	ENSP00000311035
Q8TD46	ENSP00000405733
Q8TD46	ENSP00000418928
Q8TD46	ENSP00000418801
Q6UXZ3	ENSP00000364501
Q16568	ENSP00000296777
Q14002	ENSP00000006724
Q14002	ENSP00000385932
Q86YT9	ENSP00000292067
Q86YT9	ENSP00000348635
Q86YT9	ENSP00000431218
Q96PJ5	ENSP00000271532
Q6UWV2	ENSP00000278949
Q6UWV2	ENSP00000393594
Q6UWV2	ENSP00000432106
Q9NYZ4	ENSP00000321077
Q9NYZ4	ENSP00000339448
Q7Z5L9	ENSP00000355568
Q7Z5L9	ENSP00000355569
Q13740	ENSP00000305988
Q13740	ENSP00000419236
P19835	ENSP00000342217
P51828	ENSP00000254235
P51828	ENSP00000378187
P10176	ENSP00000321260
P56381	ENSP00000243997
P56381	ENSP00000379019
P56381	ENSP00000379023
Q99607	ENSP00000311280
Q99607	ENSP00000338608
P50549	ENSP00000242066
P50549	ENSP00000382293
P50549	ENSP00000384138
P50549	ENSP00000385686
P50549	ENSP00000385381
P50549	ENSP00000385551
P50549	ENSP00000411626
P50549	ENSP00000405327
P29033	ENSP00000372295
P29033	ENSP00000372299
P54707	ENSP00000218548
P54707	ENSP00000371372
Q6PIJ6	ENSP00000296701
Q6PIJ6	ENSP00000342023
Q6PIJ6	ENSP00000377895
Q6PIJ6	ENSP00000426410
Q9C002	ENSP00000341610
Q9C002	ENSP00000379887
Q9UBC1	ENSP00000365318
Q9UBC1	ENSP00000372992
